match_id,model,baseline,seed,round,coop
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,23,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,24,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,25,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,26,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,27,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,28,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,29,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,30,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,31,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,32,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,33,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,34,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,35,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,36,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,37,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,38,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,39,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,40,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,41,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,42,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,43,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,44,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,45,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,46,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,47,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,48,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,49,0.0
gemma3_27b__vs__always_cooperate__seed103,Gemma-3-27B,Always Cooperate,103,50,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,1,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,2,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,3,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,4,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,5,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,6,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,7,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,8,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,9,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,10,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,11,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,12,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,13,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,14,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,15,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,16,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,17,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,18,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,19,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,20,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,21,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,22,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,23,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,24,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,25,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,26,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,27,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,28,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,29,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,30,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,31,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,32,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,33,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,34,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,35,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,36,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,37,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,38,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,39,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,40,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,41,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,42,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,43,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,44,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,45,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,46,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,47,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,48,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,49,0.0
gemma3_27b__vs__always_cooperate__seed104,Gemma-3-27B,Always Cooperate,104,50,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,1,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,2,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,3,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,4,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,5,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,6,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,7,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,8,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,9,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,10,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,11,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,12,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,13,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,14,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,15,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,16,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,17,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,18,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,19,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,20,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,21,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,22,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,23,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,24,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,25,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,26,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,27,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,28,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,29,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,30,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,31,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,32,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,33,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,34,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,35,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,36,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,37,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,38,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,39,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,40,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,41,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,42,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,43,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,44,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,45,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,46,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,47,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,48,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,49,0.0
gemma3_27b__vs__always_cooperate__seed105,Gemma-3-27B,Always Cooperate,105,50,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,1,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,2,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,3,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,4,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,5,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,6,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,7,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,8,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,9,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,10,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,11,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,12,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,13,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,14,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,15,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,16,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,17,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,18,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,19,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,20,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,21,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,22,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,23,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,24,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,25,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,26,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,27,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,28,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,29,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,30,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,31,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,32,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,33,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,34,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,35,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,36,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,37,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,38,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,39,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,40,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,41,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,42,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,43,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,44,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,45,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,46,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,47,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,48,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,49,0.0
gemma3_27b__vs__always_defect__seed101,Gemma-3-27B,Always Defect,101,50,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,1,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,2,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,3,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,4,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,5,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,6,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,7,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,8,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,9,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,10,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,11,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,12,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,13,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,14,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,15,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,16,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,17,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,18,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,19,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,20,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,21,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,22,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,23,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,24,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,25,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,26,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,27,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,28,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,29,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,30,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,31,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,32,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,33,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,34,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,35,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,36,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,37,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,38,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,39,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,40,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,41,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,42,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,43,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,44,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,45,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,46,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,47,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,48,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,49,0.0
gemma3_27b__vs__always_defect__seed102,Gemma-3-27B,Always Defect,102,50,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,1,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,2,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,3,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,4,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,5,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,6,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,7,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,8,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,9,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,10,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,11,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,12,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,13,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,14,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,15,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,16,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,17,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,18,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,19,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,20,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,21,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,22,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,23,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,24,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,25,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,26,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,27,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,28,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,29,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,30,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,31,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,32,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,33,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,34,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,35,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,36,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,37,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,38,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,39,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,40,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,41,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,42,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,43,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,44,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,45,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,46,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,47,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,48,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,49,0.0
gemma3_27b__vs__always_defect__seed103,Gemma-3-27B,Always Defect,103,50,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,1,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,2,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,3,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,4,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,5,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,6,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,7,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,8,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,9,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,10,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,11,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,12,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,13,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,14,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,15,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,16,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,17,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,18,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,19,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,20,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,21,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,22,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,23,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,24,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,25,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,26,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,27,0.0
gemma3_27b__vs__always_defect__seed104,Gemma-3-27B,Always Defect,104,28,0.0
